global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
723.7736543444322	n/a	523848.3027230936	n/a	702.8570601785783	n/a	n/a	494008.0470428736	688.7722824301954	n/a	474407.2570441009	n/a	688.1108674884478	555.4933806949192	n/a	n/a	n/a	n/a	-0.1310776212	-0.1071677159	0.2545481314	-0.2059096154	0.4757492433	-0.2022688	-0.4127253144	0.1271015921	-0.0531853907	0.4537871642	-0.3351627866	0.2573339536	-0.3000981213	-0.761706352	0.0153303752	0.0721715289	-0.0027313462	0.3300768532	-0.1685169821	0.0653169776	0.1239407669	-0.042094583	0.2244612878	-0.0587640155	0.0451866085	-0.0233161787	0.00380878	-0.0256309421	0.0364421919	-0.0323007127	0.094160871	-0.034055019	0.0800054464	-0.0068249585	0.0349279062	-0.0409637318	0.0299244471	-0.0452293043	0.0383046662	-0.0526801714	0.0308765299	-0.7613242269	0.0179310376	0.063214358	-0.006342197	0.3307983739	-0.1697302658	0.0611296336	0.126358658	-0.0406877803	0.2273597656	-0.0478375409	0.0478083507	-0.0136050461	0.0089283086	-0.0199154183	0.0411172217	-0.0441666449	0.0972362339	-0.0370225701	0.0633950663	-0.0067988754	0.0270359689	-0.0279558574	0.0045836994	-0.0261509829	0.0288329807	-0.053388885	0.0530321543	-0.2119836865	-0.2392170724	0.0170196027	-0.411361293	0.268080878	-0.4586431643	0.4611451401	-0.1181205506	0.0737438014	-0.0531075331	0.1393048348	-0.1577860663	0.1513719886	-0.1170699516	0.1083483504	-0.0437343796	0.1486500412	-0.0027479509	0.0327584759	-0.123838135	0.0047344029	-0.0099705615	-0.0208757535	0.0418214728	0.1147017419	0.1146833673	0.1146527451	-0.0099070117688029	n/a	9.814888218719916e-05	n/a	0.0523072857548214	n/a	n/a	0.0027360521430365	-0.2590251215670633	n/a	0.0670940136028319	n/a	-5.505104393620365e-05	n/a	n/a	3.030617438465825e-09	-0.0006809954248592	n/a	4.6375476867916244e-07	n/a	-0.0001500186268825	n/a	2.2505588411710758e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.2975588804496	23.523904536017422	558453.641508679	553.3740846196612	741.7193368047261	38.86227662614783	1510.2765445672362	550147.5745900428	707.1915176733727	18.41923524317724	500119.8426691682	339.2682269435025	706.5357603408515	573.0483312489074	3.17187	85.076492	1.531006524610287	0.9103403813617112	-0.2277531722	-0.2201380663	0.0916806381	-0.0968401041	0.2830001119	-0.3538188878	-0.0017544781	0.1136500003	-0.2682802326	-0.0891400435	-0.1360423579	-0.4192835184	-0.022759238	-0.1988983007	0.1217469184	0.2458810776	-0.4113207203	0.0343696328	-0.095069669	-0.0406652889	-0.286137715	0.2144097016	-0.2317409664	-0.0551109264	0.2675747244	-0.0307515661	0.0057480593	0.1291750953	-0.0741201064	0.0004471436	-0.2592313995	0.0028232323	-0.0808780561	0.063814075	-0.1519917684	0.1798298053	-0.0380689213	0.1258300792	-0.0041525348	-0.0112899183	-0.0387905547	-0.1994891222	0.1230405191	0.2443632917	-0.4144384117	0.0302499823	-0.0985798436	-0.0326764651	-0.2840702092	0.20586327	-0.2294812722	-0.0259831944	0.2893802378	0.0429322052	0.0156099696	0.105531506	-0.1394139912	0.0131405527	-0.2485467539	0.0168539877	-0.0533956251	0.1019565334	-0.1199987047	0.1236439061	-0.0594622007	0.1314677668	-0.0281355296	-0.0152985217	-0.0617704124	-0.3015206637	-0.2630135985	-0.0827013092	-0.3308246798	0.2008782488	0.1843989924	-0.4307673322	-0.0503688966	-0.2464151693	-0.2092897902	-0.2507563557	0.063113801	-0.0201953736	0.1670970247	0.2358006145	-0.1037367645	-0.1701253806	0.0339822024	0.1504548915	0.1167977462	-0.151231877	0.1036403139	-0.0870808018	-0.1040378077	0.1146527451	0.1144874327	0.1142120884	-0.0453297542257757	-0.0354227424569728	0.0020547866181692	0.001254770683173	-0.2221114869727216	-0.274418772727543	0.0753056628252909	0.0493335126452334	-0.8731869962057672	-0.6141618746387039	0.7624555303428505	0.377194808259727	0.0108952147591831	0.0109502658031193	0.0001199083211589	0.0001187057046487	-1.0144205997653089e-05	0.0006708512188615	1.029049153228209e-10	4.500413578480231e-07	-0.000668964300643	-0.0005189456737605	4.475132355347782e-07	2.693046123147393e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.4468710880984	0.1493122076487907	558676.8250993884	0.0222941353529556	719.5507526946583	-22.16858411006785	491.446121445153	517753.2857034493	711.9681243212234	4.776606647850713	506898.610049481	22.815971068291624	711.0649189110547	596.0509109614808	2.362907	63.378345	1.2016275064239903	0.6383743468864104	-0.2197087362	0.0524107203	-0.0845613876	-0.0770878028	0.0328423614	-0.1870726727	0.0771270361	-0.2537159668	0.0834983355	0.3727806428	0.2284844892	-0.1317474959	-0.0146819639	0.1286647712	-0.019409964	0.1011438847	-0.2223889956	-0.2204980426	0.0265024652	-0.0589249446	0.0987454943	0.1402027371	0.1190271592	-0.1184102553	0.0922944405	0.2038704031	-0.31387817	0.0311036322	-0.1657218193	0.0649899501	0.311341646	-0.0320267977	0.0083685238	0.1840998758	-0.1272680557	-0.196518482	-0.0384239465	0.2033769242	0.018448111	-0.0334849185	-0.0476142978	0.1278152257	-0.0199435179	0.1032168645	-0.2114919326	-0.2276836163	0.004066378	-0.0734077654	0.1101307391	0.1374220414	0.1131206803	-0.1290745034	0.0400275405	0.3360110529	-0.2080925687	0.0535218681	-0.0655819728	0.1115242449	0.3392064344	-0.0258358543	-0.0265630849	0.1905946795	-0.0125361883	-0.1781940871	0.158325525	0.1904929003	0.0186645313	-0.0384727356	-0.0724480395	-0.2617178389	-0.2066884963	-0.0153247946	-0.1295438573	-0.0567723321	0.3324711402	-0.001621622	-0.0789849796	0.1293961834	0.276926514	0.0141164033	0.1174687796	-0.1385257196	-0.1566991704	-0.2936092603	0.199177146	-0.0208582719	-0.0448813067	-0.1824348716	-0.080053611	0.0260055878	-0.2162089225	-0.1166058442	-0.126647305	0.1145547726	0.1140958982	0.1133324686	-0.0854512630923807	-0.040121508866605	0.0073019183640832	0.001609735473733	0.1142977083502927	0.3364091953230143	0.1131711466978779	0.0130639661341285	-0.4712513577636485	0.4019356384421187	0.2220778421940822	0.1615522574498736	0.0044172973379312	-0.0064779174212519	4.196341411655887e-05	1.9512515771694067e-05	0.0008941393942709	0.0009042836002685	7.994852563871319e-07	8.177288297146562e-07	-0.0017499865549676	-0.0010810222543245	3.0624529425673686e-06	1.16860911434504e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.8296083385223	-3.617262749576071	553282.4862410396	13.084589799470637	727.0244913032586	7.473738608600343	55.856768789683386	528564.610954762	707.9986950793074	-3.969429241916032	501262.1522340021	15.756368506578085	707.13280174025	579.9373854495861	1.453853	38.99551	0.5284894041356903	0.3060359875294636	-0.2158290091	0.0169845419	-0.081076853	-0.0886918072	0.002688054	-0.1568681353	0.0454166468	-0.1653597413	-0.0008001066	0.039953871	0.0936789559	-0.0762760454	0.0694144374	-0.0075572271	-0.0390230435	0.0964974103	-0.2319872448	-0.1563358179	0.0251592139	0.1213914775	-0.0163842749	0.1413927805	0.0427476937	-0.0422927695	0.0137040728	-0.0790547298	-0.0734033382	0.1545236003	0.132199448	-0.019578868	0.0992557776	-0.0522615296	-0.252252532	-0.2025713651	0.2116453644	0.0216155183	-0.0175564306	-0.1257135788	-0.0014585916	0.0711861671	0.0894656413	-0.0083215761	-0.0392149921	0.099938708	-0.2278546202	-0.1620776575	0.0220304533	0.1097571024	-0.0047732681	0.1495462852	0.0510198766	-0.0453990832	0.0368538256	-0.0543280021	-0.0755212123	0.1802053034	0.1063989549	-0.0787142732	0.0643019103	-0.0474314745	-0.2387872885	-0.2264949504	0.0838739399	0.0761525449	-0.0225371299	-0.1576237673	-0.0296235674	0.0688606096	0.075329583	-0.2227255806	-0.1939069255	0.0204837797	-0.042116257	-0.0385409477	0.2079834892	0.0051949205	-0.067825253	-0.0286762297	0.1326824667	0.0522590937	-0.0148966916	-0.0274021921	0.0214272441	-0.1367822431	-0.0571956526	0.2134025163	-0.0506101171	-0.1711270654	-0.0019374801	0.0592776152	0.0124001437	0.3412428739	0.2294293944	0.1144078661	0.1135094328	0.1120172664	-0.1082766763123856	-0.0228254132200049	0.0117238386332571	0.0005209994886639	0.170018308478248	0.0557206001279553	0.0031047852786194	0.0289062252178047	-0.2956478195359437	0.1756035382277048	0.0874076331963579	0.0308366026380889	7.830341557069184e-05	-0.0043389939223605	1.882686825828143e-05	6.131424890036466e-09	0.0009018886889295	7.749294658600074e-06	8.134032072189724e-07	6.005156770580762e-11	-0.002890040389149	-0.0011400538341814	8.352333450912502e-06	1.2997227448317111e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.1445159587023	0.3149076201799516	553751.0606314114	0.0991668092474007	724.0288761331024	-2.9956151701562703	8.97371024767038	524217.8134745633	709.6908964832802	1.692201403972831	503661.1685512419	2.8635455916076205	708.7221528183716	584.8816546593183	1.199914	32.184319	0.7130713161914735	0.4224549078563637	-0.1621832079	0.0750186366	-0.1437466024	-0.1408012716	-0.098745927	-0.1065026145	0.0651521083	-0.1973699072	0.0241294583	-0.0244427337	0.1709928026	0.0191815911	0.0081665679	0.0708835748	-0.0423502195	0.0423126812	-0.1279915913	-0.1841888358	-0.0255511012	-0.0101147855	0.1155782048	0.0514708794	-0.067365277	0.060603942	0.0481779548	0.0536493477	0.0775205092	-0.0262416151	0.0069990036	0.180921866	-0.048239789	0.0988194781	0.1026037921	-0.0344423719	0.0579168189	0.114113835	0.0069664365	-0.2659984325	0.103617757	-0.0963161065	-0.1471514123	0.0707451588	-0.0444139582	0.0419461584	-0.1241171268	-0.1829695015	-0.0283834769	-0.014974981	0.1167528575	0.0554233857	-0.0685452778	0.0682593122	0.0205374524	0.0218707707	0.1058765018	-0.0113054678	0.094271087	0.1590457096	-0.0454795345	0.1208159221	0.1117116389	-0.0442274022	0.0155143364	0.1290341811	-0.0963635704	-0.1943591821	0.1448592181	-0.1256116963	-0.0879745761	-0.1320608196	-0.1232933816	0.0553211043	0.1516079294	-0.1284555844	0.1390725261	0.0416763217	0.0057044119	0.0479381086	0.0505637318	0.0677168122	-0.0347783709	0.0853399818	-0.0089081433	-0.2094463003	0.0717914273	-0.001976917	0.0190451615	0.0256713595	0.0551054752	0.0943336255	0.0906452797	-0.0754646587	0.1345414843	0.1142120884	0.1127290384	0.1102715368	-0.074151362525626	0.0341253137867596	0.0054984245644068	0.0011645370410448	0.1320683916280245	-0.0379499168502235	0.0014401961889388	0.0174420600672132	-0.0690832433252879	0.2265645762106558	0.0047724945083409	0.051331507193514	-0.0061251253546945	-0.0062034287702651	3.848252850775391e-05	3.751716061072143e-05	0.0026689059838047	0.0017670172948752	7.123059150388534e-06	3.1223501203880697e-06	-0.0025718562674127	0.0003181841217362	6.614444660229986e-06	1.012411353251005e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.0521457882041	-1.0923701704981568	552126.4913604546	1.193272589394172	730.3148960964285	6.286019963326112	39.51404697933441	533359.8474603371	706.4884786152519	-3.2024178680283057	499125.9704160933	10.25548020146696	705.6696954324021	569.5920308501633	1.116932	29.958567	0.3141589766711559	0.1911107518988564	-0.1386461379	0.0523427794	-0.0692672018	-0.0931968235	-0.0223007256	-0.0763495722	0.0570860403	-0.1367548631	-0.0137579633	-0.1150812654	-0.019019123	-0.0210767206	-0.0575836465	-0.0146232551	-0.0488808461	0.0146550116	-0.0411970071	-0.1343873229	-0.0322690698	0.1132142115	0.068834016	0.0297794601	0.1152116749	-0.0043378546	-0.2027474103	-0.0807695728	0.0449281033	-0.0653796921	-0.0521060226	-0.3746452765	-0.0345711999	-0.0108142965	-0.0693107255	0.0809308366	-0.115306382	0.002785487	-0.0317430162	0.0150636304	-0.0574142562	0.1078351178	0.1365558706	-0.014574501	-0.0480892503	0.0177805105	-0.0376054196	-0.1339915254	-0.0252205378	0.1141721259	0.0717470291	0.0297781508	0.1068247785	-0.0055289117	-0.1417050624	-0.1285833962	-0.0283748407	-0.1528205322	-0.2047580686	-0.3177020201	-0.0108677279	-0.039236246	-0.0485392248	0.0369415932	-0.0489809138	-0.0275014345	0.0069084544	-0.0030716361	0.0546020579	0.0984562129	0.056983103	-0.0876354426	-0.0572517773	0.0624601906	0.1669224244	-0.1103062993	0.0101425901	0.0554276522	0.0633675168	-0.0988254892	0.0043251824	0.1258742743	-0.1098928821	0.0066983257	0.0248538454	-0.0048478266	-0.0641161653	-0.0485190444	0.0546773404	0.1642534433	-0.011348035	0.0899332863	0.0991881838	0.1090531317	-0.0877196379	0.1139675232	0.1117560484	0.1081019891	-0.0923193881613428	-0.0181680256357168	0.0085228694304846	0.0003300771555	0.234065642940692	0.1019972513126674	0.0104034392753394	0.0547867252052395	0.0893681504086387	0.1584513937339265	0.007986666307461	0.0251068441762238	-0.0064421214135242	-0.0003169960588297	1.00486501313563e-07	4.150092830658704e-05	0.0023690113945595	-0.0002998945892452	5.612214987552747e-06	8.993676465854732e-08	-0.0024779007957107	9.395547170200012e-05	6.13999235338372e-06	8.827630662745343e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.1318619092714	1.0797161210672357	553732.2279085589	1.1657869020924776	723.5183593489284	-6.796536747500113	46.192911760119415	523478.816314965	707.7433277352509	1.254849119998994	500900.6179537667	1.5746463139622495	706.8425667527302	567.7688790180065	0.991674	26.598858	0.1162238012822924	0.0737307098632628	-0.1049988504	0.0606847491	-0.0733919504	-0.0887096363	-0.1074392229	-0.0493678363	0.0487237416	-0.1658450382	0.0242138503	-0.0098209349	0.0518155665	0.0139393666	-0.0674910527	0.0576460413	-0.0298341913	0.0080090014	-0.010757331	-0.2721493681	-0.0804165199	0.0659369247	0.0204115483	-0.0153268757	0.0907510039	-0.1038301383	-0.1746959711	0.1718503522	0.117696264	-0.0523355344	0.1420701655	0.0079964278	0.0596665623	-0.0825457718	-0.0783199515	-0.1197279148	-0.1002507732	0.1214353019	0.1893104366	-0.1044930495	0.0532017624	-0.0396816236	0.1120646027	0.0574187385	-0.0315904983	0.0106149876	-0.00414128	-0.2705007603	-0.077363062	0.0681363292	0.0226673122	-0.0004853342	0.0889179363	-0.1199915038	-0.2025825692	0.0578754437	0.1453976285	-0.0608913537	0.1378829284	-0.0468153254	0.009186359	-0.0718001408	-0.07547397	-0.1055206738	-0.1569678826	0.0090496204	-0.2269022285	-0.042269121	0.0844797846	-0.0415368366	0.0995364293	-0.0760300188	-0.0578858202	0.0543586531	0.1818576385	-0.1408560171	0.0451202708	0.0689621291	0.0756331734	0.0281333501	0.0067056476	0.0619606643	-0.04690381	-0.0227561098	-0.0534566257	0.0225319393	-0.0526626652	-0.0615326477	0.001394156	0.1530790925	-0.0571454993	0.101651815	-0.0032404316	-0.0175920732	-0.1968899986	0.1136742748	0.110592125	0.105516962	-0.0909899301940555	0.0013294579672872	0.008279167396719	1.7674584867836744e-06	0.1748490276587659	-0.059216615281926	0.0035066075254476	0.0305721824732158	0.0951204932053428	0.005752342796704	0.0090479082276276	3.308944765079354e-05	-0.0065409881187372	-9.886670521299953e-05	9.774625399674145e-09	4.278452556946121e-05	0.0031829272603518	0.0008139158657923	1.0131025944690617e-05	6.624590365884292e-07	-0.0025636259294329	-8.572513372220002e-05	6.5721779060607e-06	7.348798551689074e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.1608821562562	0.0290202469848281	553775.4185315775	0.0008421747350604	728.5682692459161	5.049909896987742	25.50158996769475	530811.7229519897	706.8896843469731	-0.8536433882777601	499693.0258361633	0.7287070343503347	705.9959729264092	568.7334128733035	0.945794	25.368263	0.108374025158183	0.0538299749938986	-0.1209975678	0.0461534111	-0.0960312589	-0.0708114211	-0.1088932225	-0.07113852	0.0611042979	-0.1336152712	-0.0529366175	-0.0921173063	0.0322146823	0.0161764408	0.0115435164	-0.0021841791	-0.0325898612	0.0280509024	-0.0107498558	-0.144451282	-0.1299010445	0.0620427683	0.1285170535	0.0578680461	0.0086738623	0.0076391517	-0.124995658	-0.0861209269	0.1923380972	-0.007634349	0.0565107589	0.0175265861	0.0974455439	-0.0744887266	0.0223330182	-0.0248029791	-0.0398588115	0.0526037553	0.1194526641	0.0469078518	0.0643131446	0.1252867992	0.0789898689	-0.0025030272	-0.0328943154	0.0285678582	-0.0050409058	-0.1426924659	-0.1309935394	0.0585817783	0.1306404759	0.0620563204	0.0078483748	0.000921591	-0.1061928187	-0.1763478955	0.1322205159	-0.0093061793	0.0505278482	-0.0031840181	0.0674591912	-0.0718562466	0.0160163665	-0.0077693042	-0.0634145042	0.0083749446	-0.1271363215	0.0733568933	0.0570453955	0.1241242566	0.0864776893	-0.0756693068	-0.0449657544	0.0542069566	0.1966959445	-0.1257749473	0.0300627135	0.0612815456	0.0378556676	-0.0875565243	0.0100088808	0.0755662416	-0.0465420059	-0.0013563833	0.1174517928	0.0476050603	-0.1194843361	0.0750932067	-0.012110672	0.0246105949	0.0251761517	0.0909785368	0.1121793351	0.148362202	-0.0995098085	0.1133324686	0.1092392569	0.1025263906	-0.1280207692075521	-0.0370308390134965	0.0163893173484933	0.0013712830380435	0.1926365095858813	0.0177874819271154	0.0003163945133074	0.0371088248254313	0.1098015835346188	0.014681090329276	0.0120563877467098	0.0002155344132563	-0.0071444083055918	-0.0006034201868545	3.641159219036402e-07	5.1042570037009095e-05	0.0031231167305019	-5.981052984990005e-05	9.753858112340875e-06	3.577299480925785e-09	-0.0026778874904943	-0.0001142615610614	7.171081411745859e-06	1.3055704336188061e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.0542865616414	-1.1065955946147596	552129.6727776299	1.2245538100207936	725.0465165831203	-3.521752662795848	12.402741817909645	525692.4512093168	708.400174730241	1.5104903832678929	501830.807557836	2.281581197944786	707.5261419916237	586.1756725735135	1.085555	29.116957	0.1772795456566128	0.1081754254223168	-0.0718458914	0.0882032018	-0.2011048585	-0.0898752141	-0.1588814519	-0.010351505	0.0499219258	-0.1512800283	-0.0056781694	-0.0457058817	0.0828029303	0.1291053555	0.0851721357	0.0529501562	-0.0221421112	4.5311e-06	-0.0241725927	-0.1532346154	-0.0306592632	-0.0153742297	0.0413727375	0.006764929	0.0495560185	0.2090120967	-0.0343830064	-0.1334278615	-0.161933701	-0.055506117	0.0552437953	-0.0920070042	-0.0394061517	0.040130031	0.0890428319	-0.0193720051	0.1842872574	0.00508214	0.0190388508	-0.0419370054	-0.1503090536	0.090798981	-0.1119042483	0.0526917884	-0.0221217416	0.0035605193	-0.0192315399	-0.1538847066	-0.0303861594	-0.012610381	0.0376192513	0.0033640467	0.040653318	0.2158193894	-0.0172624747	-0.0704024227	-0.1976627015	-0.0432608738	0.0433801198	-0.0935292175	-0.0161661246	0.0236877444	0.0852099323	-0.051368543	0.1617844307	0.0386308401	-0.0090396054	-0.1034095378	-0.1445392945	0.1209733084	-0.0644866913	-0.035640331	-0.0291743041	0.0647269416	0.1832805018	-0.1481632328	0.0399978971	0.062507405	0.0243291852	0.0641748316	-0.0329816759	-0.0125936213	-0.0067625056	0.110307938	-0.0060811095	0.0987396212	0.0143461434	-0.0111596262	0.1109890334	0.1031995554	-0.0086360597	-0.1097920044	0.0413440984	-0.1049863241	0.0858343172	0.1129422506	0.1076997553	0.099141769	-0.1012451764081419	0.0267755927994101	0.0102505857459157	0.0007169323697598	0.193400792359526	0.0007642827736447	5.841281580900493e-07	0.0374038664852924	0.1243593777529668	0.0145577942183479	0.015465254835105	0.0002119293725037	-0.0089973642627782	-0.0018529559571863	3.433445779272566e-06	8.09525636771183e-05	0.0039691221704634	0.0008460054399614	1.5753930804064088e-05	7.15725204444451e-07	-0.002673211370338	4.676120156300173e-06	7.146059030504367e-06	2.1866099716156755e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.3735320774592	-1.6807544841822164	549634.7140650075	2.8249356360986284	725.8378266670721	0.7913100839518847	0.6261716489639388	526840.5506207787	707.8258645096167	-0.5743102206242838	501017.4544687863	0.3298322295135135	707.029055932487	567.9697430810811	1.05268	28.235168	0.2271164771597675	0.1184048314657572	-0.0347011546	0.0893466313	-0.1114241334	-0.0790350424	-0.0813413358	-0.0093978238	-0.0030379855	-0.1193974922	0.0256618016	-0.0998650656	-0.0062972481	0.0099378953	-0.1068619193	0.0306227538	-0.049984959	0.0456896048	0.0202508108	-0.0526600959	-0.1300521928	0.0943670113	0.055721984	-0.0518097663	0.0906003777	0.1366067047	0.1045931638	0.1361754959	0.2347421745	-0.1165713379	-0.0722860345	0.0096691828	-0.021219509	0.1066436345	0.1167253622	0.024271678	0.1736314267	-0.0573875754	0.0043225897	0.021911388	-0.0737000194	0.068635981	-0.082692737	0.0306112431	-0.0486651627	0.0462790729	0.0250175372	-0.0510211193	-0.1263899411	0.1025050929	0.0547401881	-0.0512734132	0.0880597182	0.1429640441	0.032632142	0.0702627369	0.2756024071	-0.1200517887	-0.0461586293	0.0493523278	-0.0014125563	0.0865972775	0.1109021331	0.0057930271	0.175060385	-0.0285300725	0.0467319829	0.0206351621	-0.1134024169	0.0739752152	-0.0455169188	-0.0084046726	-0.0083711835	0.0730719906	0.1705181016	-0.1107039543	-0.0333992643	0.0479936302	0.0231223805	-0.0404560629	-0.0308165191	-0.0627249043	-0.0514127237	0.0905400202	-0.1011523433	0.2517689325	-0.1069021295	-0.0104047793	0.0417185039	-0.0192946908	-0.0044233395	-0.1481122077	-0.0280793802	-0.0895511203	-0.0330163997	0.1125037874	0.1059762505	0.0953761056	-0.0962571140321557	0.0049880623759862	0.0092654320017994	2.4880766266729118e-05	0.2451610140922042	0.0517602217326781	0.002679120553816	0.0601039228307179	0.18840805478915	0.0640486770361832	0.0354975951094313	0.0041022330300853	-0.0106481369630807	-0.0016507727003025	2.725050508064008e-06	0.0001133828207845	0.0043579174212842	0.0003887952508207	1.899144425073233e-05	1.5116174706080865e-07	-0.0025863890011629	8.682236917509963e-05	6.689408065336424e-06	7.53812378917729e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
